year_remod/add,sale_type_New,overall_qual^2,overall_qual exter_qual,overall_qual garage_area,overall_qual garage_cars,overall_qual garage_yr_blt,overall_qual heating_qc,gr_liv_area totrms_abvgrd,gr_liv_area fireplaces,exter_qual garage_type_Detchd,total_bsmt_sf year_remod/add,total_bsmt_sf garage_type_Detchd,garage_area garage_yr_blt,garage_area open_porch_sf,garage_cars garage_yr_blt,1st_flr_sf fireplace_qu,1st_flr_sf garage_type_Detchd,year_built bsmtfin_type_1,year_built wood_deck_sf,garage_finish foundation_PConc,garage_finish garage_type_Attchd,garage_finish foundation_CBlock,year_remod/add^2,sale_type_New^2,garage_type_Attchd lot_area,lot_area^2,lot_area garage_type_Detchd
2007.0,0.0,36.0,18.0,2520.0,12.0,11952.0,30.0,7122.0,0.0,0.0,2344176.0,0.0,836640.0,8820.0,3984.0,0.0,0.0,9960.0,962136.0,3.0,3.0,0.0,4028049.0,0.0,7980.0,63680400.0,0.0
1955.0,0.0,25.0,15.0,2860.0,10.0,9775.0,15.0,5280.0,0.0,0.0,2064480.0,0.0,1118260.0,0.0,3910.0,0.0,0.0,5865.0,516120.0,0.0,3.0,3.0,3822025.0,0.0,34650.0,1200622500.0,0.0
1961.0,0.0,36.0,18.0,3180.0,12.0,11766.0,30.0,8718.0,1453.0,0.0,2849333.0,0.0,1039330.0,25970.0,3922.0,4359.0,0.0,5883.0,0.0,0.0,2.0,2.0,3845521.0,0.0,10573.0,111788329.0,0.0
2009.0,0.0,25.0,15.0,1680.0,5.0,9865.0,25.0,4470.0,894.0,3.0,1796046.0,894.0,662928.0,48384.0,1973.0,3576.0,894.0,11790.0,817440.0,0.0,0.0,1.0,4036081.0,0.0,0.0,71402500.0,8450.0
1995.0,0.0,25.0,15.0,1200.0,5.0,9685.0,25.0,13566.0,1938.0,3.0,1879290.0,942.0,464880.0,9600.0,1937.0,5060.0,1265.0,7748.0,0.0,0.0,0.0,1.0,3980025.0,0.0,0.0,136890000.0,11700.0
2006.0,0.0,25.0,15.0,0.0,0.0,9475.0,10.0,17919.0,0.0,0.0,1919742.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.0,0.0,0.0,0.0,0.0,4024036.0,0.0,0.0,68062500.0,0.0
2006.0,0.0,25.0,15.0,2880.0,10.0,10015.0,25.0,5544.0,924.0,3.0,1348032.0,672.0,1153728.0,0.0,4006.0,672.0,672.0,1949.0,0.0,0.0,0.0,1.0,4024036.0,0.0,0.0,65028096.0,8064.0
1981.0,0.0,64.0,32.0,4336.0,16.0,15848.0,24.0,22716.0,2524.0,0.0,5000044.0,0.0,1073702.0,65040.0,3962.0,10096.0,0.0,9905.0,938994.0,3.0,3.0,0.0,3924361.0,0.0,9600.0,92160000.0,0.0
1950.0,0.0,64.0,24.0,3200.0,16.0,15448.0,16.0,10619.0,3034.0,3.0,1544400.0,792.0,772400.0,0.0,3862.0,3168.0,792.0,1929.0,0.0,1.0,0.0,0.0,3802500.0,0.0,0.0,130759225.0,11435.0
1996.0,0.0,64.0,32.0,3848.0,16.0,15960.0,40.0,8964.0,1494.0,0.0,2982024.0,0.0,959595.0,14430.0,3990.0,5976.0,0.0,3990.0,0.0,3.0,3.0,0.0,3984016.0,0.0,9549.0,91183401.0,0.0
1952.0,0.0,36.0,18.0,2460.0,12.0,11712.0,18.0,4740.0,0.0,3.0,1850496.0,948.0,800320.0,19680.0,3904.0,0.0,948.0,9760.0,0.0,0.0,0.0,1.0,3810304.0,0.0,0.0,119902500.0,10950.0
2008.0,0.0,64.0,32.0,6608.0,24.0,16056.0,40.0,12026.0,1718.0,0.0,3423640.0,0.0,1657782.0,36344.0,6021.0,6872.0,0.0,12042.0,417456.0,2.0,2.0,0.0,4032064.0,0.0,10637.0,113145769.0,0.0
1958.0,0.0,36.0,18.0,2304.0,6.0,11748.0,12.0,5710.0,1142.0,0.0,313280.0,0.0,751872.0,10752.0,1958.0,4568.0,0.0,1958.0,0.0,0.0,0.0,2.0,3833764.0,0.0,0.0,81000000.0,0.0
1977.0,0.0,25.0,15.0,1680.0,5.0,9885.0,25.0,8850.0,1475.0,0.0,1496589.0,0.0,664272.0,8736.0,1977.0,2775.0,0.0,9885.0,205608.0,2.0,2.0,0.0,3908529.0,0.0,2665.0,7102225.0,0.0
1977.0,0.0,36.0,18.0,3276.0,12.0,11862.0,30.0,12908.0,1844.0,0.0,3645588.0,0.0,1079442.0,66612.0,3954.0,5532.0,0.0,7908.0,0.0,0.0,2.0,2.0,3908529.0,0.0,11751.0,138086001.0,0.0
1973.0,0.0,49.0,21.0,3696.0,14.0,13811.0,14.0,7452.0,1242.0,0.0,2450466.0,0.0,1041744.0,0.0,3946.0,3726.0,0.0,9865.0,0.0,0.0,1.0,1.0,3892729.0,0.0,9600.0,92160000.0,0.0
1994.0,0.0,25.0,15.0,1920.0,5.0,9975.0,25.0,4950.0,0.0,3.0,1974060.0,990.0,766080.0,0.0,1995.0,0.0,990.0,11964.0,510464.0,1.0,0.0,0.0,3976036.0,0.0,0.0,71031184.0,8428.0
1965.0,0.0,25.0,20.0,1380.0,5.0,9825.0,20.0,7536.0,0.0,0.0,2468040.0,0.0,542340.0,18768.0,1965.0,0.0,0.0,7860.0,1446240.0,0.0,3.0,3.0,3861225.0,0.0,9937.0,98743969.0,0.0
2006.0,1.0,100.0,50.0,8500.0,30.0,20060.0,50.0,14532.0,2076.0,0.0,4164456.0,0.0,1705100.0,194650.0,6018.0,8304.0,0.0,12036.0,433296.0,3.0,3.0,0.0,4024036.0,1.0,13891.0,192959881.0,0.0
1978.0,0.0,25.0,15.0,3010.0,10.0,9890.0,25.0,4440.0,1110.0,0.0,2169866.0,0.0,1190756.0,18060.0,3956.0,3330.0,0.0,11868.0,599334.0,3.0,3.0,0.0,3912484.0,0.0,9101.0,82828201.0,0.0
1954.0,0.0,25.0,15.0,1760.0,5.0,9770.0,25.0,12565.0,0.0,0.0,2051700.0,0.0,687808.0,0.0,1954.0,0.0,0.0,1954.0,0.0,0.0,1.0,0.0,3818116.0,0.0,12150.0,147622500.0,0.0
1965.0,0.0,25.0,15.0,1920.0,5.0,9825.0,25.0,5200.0,0.0,3.0,2043600.0,1040.0,754560.0,0.0,1965.0,0.0,1040.0,5895.0,0.0,0.0,0.0,1.0,3861225.0,0.0,0.0,125440000.0,11200.0
1950.0,0.0,64.0,24.0,6288.0,16.0,15480.0,24.0,16857.0,3746.0,3.0,1185600.0,608.0,1520910.0,0.0,3870.0,3932.0,983.0,3870.0,0.0,3.0,0.0,0.0,3802500.0,0.0,0.0,93508900.0,9670.0
1960.0,0.0,25.0,15.0,3300.0,10.0,9885.0,25.0,9624.0,0.0,3.0,1928640.0,984.0,1304820.0,44880.0,3954.0,0.0,984.0,3882.0,0.0,0.0,0.0,1.0,3841600.0,0.0,0.0,120956004.0,10998.0
2000.0,0.0,49.0,21.0,1890.0,7.0,13517.0,21.0,9012.0,1502.0,0.0,1552000.0,0.0,521370.0,0.0,1931.0,3404.0,0.0,1931.0,0.0,0.0,2.0,0.0,4000000.0,0.0,7200.0,51840000.0,0.0
1954.0,0.0,25.0,15.0,1400.0,5.0,9770.0,15.0,6378.0,0.0,0.0,2063424.0,0.0,547120.0,0.0,1954.0,0.0,0.0,5862.0,0.0,0.0,2.0,2.0,3818116.0,0.0,9920.0,98406400.0,0.0
2004.0,0.0,49.0,28.0,3318.0,14.0,14021.0,35.0,9756.0,0.0,0.0,1531056.0,0.0,949422.0,12798.0,4006.0,0.0,0.0,2003.0,0.0,2.0,0.0,0.0,4016016.0,0.0,0.0,5992704.0,0.0
2000.0,0.0,36.0,24.0,2640.0,12.0,12000.0,30.0,6096.0,0.0,4.0,1512000.0,756.0,880000.0,14080.0,4000.0,0.0,768.0,12000.0,0.0,1.0,0.0,0.0,4000000.0,0.0,0.0,8988004.0,2998.0
1950.0,0.0,16.0,12.0,2304.0,8.0,7924.0,12.0,13867.0,3962.0,3.0,2187900.0,1122.0,1141056.0,25344.0,3962.0,3984.0,1328.0,7712.0,830968.0,0.0,0.0,0.0,3802500.0,0.0,0.0,60902416.0,7804.0
1978.0,0.0,49.0,21.0,3948.0,14.0,13846.0,21.0,33408.0,5568.0,0.0,2753376.0,0.0,1115592.0,63168.0,3956.0,4176.0,0.0,7912.0,0.0,0.0,2.0,2.0,3912484.0,0.0,16692.0,278622864.0,0.0
1970.0,0.0,16.0,12.0,0.0,0.0,7880.0,20.0,5460.0,0.0,0.0,1075620.0,0.0,0.0,0.0,0.0,0.0,0.0,11820.0,394000.0,0.0,0.0,0.0,3880900.0,0.0,0.0,2178576.0,0.0
1951.0,0.0,36.0,18.0,2400.0,12.0,11706.0,18.0,7875.0,1575.0,0.0,421416.0,0.0,780400.0,0.0,3902.0,6300.0,0.0,1951.0,0.0,0.0,1.0,1.0,3806401.0,0.0,10170.0,103428900.0,0.0
1969.0,0.0,36.0,18.0,1794.0,6.0,11814.0,18.0,9464.0,0.0,0.0,1305447.0,0.0,588731.0,10764.0,1969.0,0.0,0.0,9845.0,746251.0,0.0,3.0,3.0,3876961.0,0.0,9364.0,87684496.0,0.0
2005.0,0.0,49.0,28.0,3360.0,14.0,14028.0,35.0,4800.0,0.0,4.0,1203000.0,600.0,961920.0,82560.0,4008.0,0.0,600.0,12024.0,0.0,2.0,0.0,0.0,4020025.0,0.0,0.0,6471936.0,2544.0
1975.0,0.0,25.0,15.0,1200.0,5.0,9770.0,15.0,4680.0,0.0,0.0,1848600.0,0.0,468960.0,0.0,1954.0,0.0,0.0,7816.0,0.0,0.0,1.0,1.0,3900625.0,0.0,9888.0,97772544.0,0.0
1953.0,0.0,36.0,18.0,1758.0,6.0,11718.0,18.0,6240.0,0.0,0.0,2031120.0,0.0,572229.0,0.0,1953.0,0.0,0.0,5859.0,0.0,0.0,3.0,3.0,3814209.0,0.0,7942.0,63075364.0,0.0
1996.0,0.0,36.0,18.0,2316.0,12.0,11976.0,24.0,11452.0,1636.0,0.0,1828336.0,0.0,770456.0,32424.0,3992.0,2748.0,0.0,5988.0,335328.0,3.0,3.0,0.0,3984016.0,0.0,15038.0,226141444.0,0.0
2007.0,0.0,64.0,32.0,5368.0,24.0,15992.0,40.0,20430.0,2270.0,0.0,2312064.0,0.0,1341329.0,38247.0,5997.0,4656.0,0.0,11994.0,263868.0,3.0,3.0,0.0,4028049.0,0.0,11764.0,138391696.0,0.0
2007.0,1.0,64.0,32.0,4400.0,16.0,16056.0,40.0,28710.0,2610.0,0.0,2376288.0,0.0,1103850.0,200200.0,4014.0,4736.0,0.0,12042.0,417456.0,3.0,0.0,0.0,4028049.0,1.0,0.0,81000000.0,0.0
2001.0,0.0,49.0,28.0,4830.0,14.0,13839.0,28.0,5932.0,2966.0,0.0,2841420.0,0.0,1364130.0,0.0,3954.0,4449.0,0.0,9885.0,980592.0,0.0,2.0,2.0,4004001.0,0.0,20062.0,402483844.0,0.0
1950.0,0.0,25.0,10.0,1125.0,5.0,9600.0,20.0,10440.0,1740.0,2.0,1825200.0,936.0,432000.0,0.0,1920.0,3840.0,960.0,5760.0,0.0,0.0,0.0,0.0,3802500.0,0.0,0.0,53406864.0,7308.0
1955.0,0.0,25.0,15.0,1750.0,5.0,9775.0,20.0,8292.0,0.0,0.0,2701810.0,0.0,684250.0,0.0,1955.0,0.0,0.0,5865.0,547400.0,0.0,1.0,1.0,3822025.0,0.0,8750.0,76562500.0,0.0
2007.0,1.0,25.0,15.0,0.0,0.0,10035.0,25.0,6720.0,0.0,0.0,2247840.0,0.0,0.0,0.0,0.0,0.0,0.0,10035.0,0.0,0.0,0.0,0.0,4028049.0,1.0,0.0,70593604.0,0.0
1995.0,0.0,49.0,21.0,1512.0,7.0,13510.0,21.0,5490.0,1098.0,3.0,1059345.0,531.0,416880.0,0.0,1930.0,2268.0,567.0,11580.0,0.0,0.0,0.0,0.0,3980025.0,0.0,0.0,16000000.0,4000.0
2004.0,0.0,49.0,28.0,2660.0,14.0,14028.0,35.0,11956.0,0.0,4.0,1955904.0,976.0,761520.0,15200.0,4008.0,0.0,976.0,2004.0,0.0,1.0,0.0,0.0,4016016.0,0.0,0.0,11309769.0,3363.0
2006.0,0.0,81.0,45.0,7587.0,27.0,18054.0,45.0,12614.0,1802.0,0.0,3614812.0,0.0,1691058.0,88515.0,6018.0,7208.0,0.0,2006.0,316948.0,3.0,3.0,0.0,4024036.0,0.0,13615.0,185368225.0,0.0
2005.0,0.0,49.0,28.0,3080.0,14.0,14035.0,35.0,9036.0,1506.0,0.0,2730810.0,0.0,882200.0,8800.0,4010.0,6024.0,0.0,12030.0,284710.0,3.0,3.0,0.0,4020025.0,0.0,3013.0,9078169.0,0.0
2010.0,0.0,49.0,28.0,4004.0,14.0,14063.0,35.0,7540.0,3016.0,0.0,3031080.0,0.0,1149148.0,0.0,4018.0,4524.0,0.0,12054.0,0.0,2.0,2.0,0.0,4040100.0,0.0,17485.0,305725225.0,0.0
1997.0,0.0,49.0,28.0,5502.0,21.0,13972.0,35.0,14224.0,0.0,0.0,3674480.0,0.0,1568856.0,36156.0,5988.0,0.0,0.0,11976.0,0.0,3.0,3.0,0.0,3988009.0,0.0,23730.0,563112900.0,0.0
1959.0,0.0,36.0,18.0,3234.0,12.0,11724.0,30.0,7164.0,1194.0,0.0,1283145.0,0.0,1053206.0,0.0,3908.0,2388.0,0.0,9795.0,0.0,0.0,0.0,3.0,3837681.0,0.0,0.0,79388100.0,0.0
2004.0,0.0,49.0,28.0,2660.0,14.0,14028.0,35.0,11963.0,0.0,4.0,1943880.0,970.0,761520.0,15200.0,4008.0,0.0,970.0,2004.0,0.0,1.0,0.0,0.0,4016016.0,0.0,0.0,6360484.0,2522.0
2005.0,0.0,49.0,28.0,5838.0,21.0,14035.0,35.0,11312.0,0.0,0.0,3240080.0,0.0,1672170.0,49206.0,6015.0,0.0,0.0,2005.0,417040.0,2.0,2.0,0.0,4020025.0,0.0,8688.0,75481344.0,0.0
1950.0,0.0,36.0,24.0,2640.0,12.0,11580.0,18.0,3072.0,0.0,4.0,1497600.0,768.0,849200.0,0.0,3860.0,0.0,768.0,1930.0,0.0,0.0,0.0,0.0,3802500.0,0.0,0.0,39576681.0,6291.0
1950.0,0.0,25.0,15.0,1610.0,5.0,9620.0,10.0,4360.0,872.0,3.0,1700400.0,872.0,619528.0,0.0,1924.0,3488.0,872.0,1924.0,0.0,0.0,0.0,0.0,3802500.0,0.0,0.0,307265841.0,17529.0
1950.0,0.0,16.0,12.0,960.0,4.0,7680.0,8.0,2080.0,0.0,3.0,1014000.0,520.0,460800.0,0.0,1920.0,0.0,520.0,1927.0,94423.0,0.0,0.0,0.0,3802500.0,0.0,0.0,39992976.0,6324.0
1960.0,0.0,25.0,15.0,2400.0,10.0,9800.0,15.0,27288.0,0.0,3.0,2165800.0,1105.0,940800.0,0.0,3920.0,0.0,1105.0,5880.0,0.0,0.0,0.0,1.0,3841600.0,0.0,0.0,134560000.0,11600.0
2003.0,0.0,25.0,20.0,0.0,0.0,9625.0,25.0,9606.0,0.0,0.0,1874808.0,0.0,0.0,0.0,0.0,0.0,0.0,1925.0,0.0,0.0,0.0,0.0,4012009.0,0.0,0.0,53114944.0,0.0
1950.0,0.0,25.0,15.0,2400.0,10.0,9600.0,25.0,7392.0,0.0,3.0,1201200.0,616.0,921600.0,0.0,3840.0,0.0,616.0,7640.0,534800.0,0.0,0.0,0.0,3802500.0,0.0,0.0,20894041.0,4571.0
2009.0,1.0,81.0,45.0,10494.0,27.0,18081.0,45.0,20106.0,2234.0,0.0,4451944.0,0.0,2342494.0,69960.0,6027.0,8936.0,0.0,12048.0,0.0,3.0,3.0,0.0,4036081.0,1.0,17423.0,303560929.0,0.0
1950.0,0.0,25.0,15.0,3600.0,15.0,9745.0,20.0,9912.0,1416.0,3.0,1708200.0,876.0,1403280.0,0.0,5847.0,3504.0,876.0,1915.0,800470.0,0.0,0.0,0.0,3802500.0,0.0,0.0,160402225.0,12665.0
2006.0,0.0,16.0,12.0,2304.0,8.0,7944.0,16.0,4320.0,0.0,3.0,1733184.0,864.0,1143936.0,0.0,3972.0,0.0,864.0,9855.0,394200.0,0.0,0.0,1.0,4024036.0,0.0,0.0,81000000.0,9000.0
1997.0,0.0,36.0,18.0,2352.0,12.0,11982.0,30.0,4756.0,0.0,0.0,2374433.0,0.0,782824.0,47824.0,3994.0,0.0,0.0,11982.0,0.0,2.0,2.0,0.0,3988009.0,0.0,4500.0,20250000.0,0.0
2006.0,1.0,81.0,45.0,5175.0,18.0,18054.0,45.0,9996.0,1666.0,0.0,3341996.0,0.0,1153450.0,43125.0,4012.0,6664.0,0.0,12036.0,457368.0,2.0,2.0,0.0,4024036.0,1.0,6373.0,40615129.0,0.0
2003.0,0.0,49.0,28.0,3885.0,14.0,14021.0,35.0,6000.0,0.0,0.0,2355528.0,0.0,1111665.0,22755.0,4006.0,0.0,0.0,12018.0,0.0,2.0,2.0,0.0,4012009.0,0.0,10083.0,101666889.0,0.0
2000.0,0.0,25.0,15.0,1260.0,5.0,9780.0,15.0,3712.0,0.0,0.0,1856000.0,0.0,492912.0,0.0,1956.0,0.0,0.0,5868.0,510516.0,0.0,1.0,1.0,4000000.0,0.0,13300.0,176890000.0,0.0
1969.0,0.0,25.0,15.0,2510.0,10.0,9845.0,15.0,8016.0,1336.0,0.0,2536072.0,0.0,988438.0,5522.0,3938.0,2672.0,0.0,9845.0,614328.0,0.0,2.0,2.0,3876961.0,0.0,9600.0,92160000.0,0.0
2004.0,0.0,49.0,28.0,3360.0,14.0,14028.0,35.0,4800.0,0.0,4.0,1202400.0,600.0,961920.0,82560.0,4008.0,0.0,600.0,12024.0,0.0,2.0,0.0,0.0,4016016.0,0.0,0.0,10336225.0,3215.0
1969.0,0.0,36.0,18.0,3096.0,12.0,11814.0,24.0,9989.0,0.0,0.0,2809763.0,0.0,1016004.0,0.0,3938.0,0.0,0.0,11814.0,0.0,0.0,2.0,2.0,3876961.0,0.0,11104.0,123298816.0,0.0
2002.0,0.0,49.0,28.0,4256.0,14.0,13972.0,35.0,13944.0,3984.0,0.0,1721720.0,0.0,1213568.0,19456.0,3992.0,3636.0,0.0,11976.0,449100.0,2.0,2.0,0.0,4008004.0,0.0,15295.0,233937025.0,0.0
1994.0,0.0,49.0,28.0,3465.0,14.0,13958.0,35.0,9240.0,0.0,0.0,1503476.0,0.0,987030.0,15840.0,3988.0,0.0,0.0,3988.0,279160.0,2.0,2.0,0.0,3976036.0,0.0,9109.0,82973881.0,0.0
1979.0,0.0,25.0,15.0,2000.0,10.0,9895.0,15.0,12280.0,0.0,0.0,0.0,0.0,791600.0,0.0,3958.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3916441.0,0.0,7018.0,49252324.0,0.0
1964.0,0.0,25.0,15.0,2420.0,10.0,9820.0,15.0,6912.0,1152.0,0.0,2262528.0,0.0,950576.0,0.0,3928.0,4608.0,0.0,11784.0,445828.0,2.0,2.0,0.0,3857296.0,0.0,14112.0,199148544.0,0.0
2007.0,1.0,64.0,32.0,3872.0,16.0,16048.0,40.0,5755.0,0.0,0.0,2289987.0,0.0,970904.0,29040.0,4012.0,0.0,0.0,12036.0,0.0,3.0,3.0,0.0,4028049.0,1.0,3523.0,12411529.0,0.0
1960.0,0.0,36.0,18.0,2880.0,12.0,11760.0,30.0,6828.0,1138.0,0.0,2230480.0,0.0,940800.0,0.0,3920.0,3414.0,0.0,7840.0,0.0,0.0,2.0,2.0,3841600.0,0.0,15312.0,234457344.0,0.0
1956.0,0.0,25.0,15.0,1980.0,10.0,9830.0,20.0,6444.0,1074.0,3.0,1748664.0,894.0,778536.0,28512.0,3932.0,4296.0,1074.0,5868.0,0.0,0.0,0.0,1.0,3825936.0,0.0,0.0,55502500.0,7450.0
2005.0,0.0,81.0,45.0,5004.0,18.0,18045.0,45.0,9366.0,1561.0,0.0,3129805.0,0.0,1114780.0,26132.0,4010.0,6244.0,0.0,12030.0,407015.0,3.0,3.0,0.0,4020025.0,0.0,7313.0,53479969.0,0.0
1995.0,0.0,64.0,32.0,5800.0,24.0,15960.0,40.0,24534.0,2726.0,0.0,2677290.0,0.0,1446375.0,122525.0,5985.0,6790.0,0.0,9975.0,612465.0,2.0,2.0,0.0,3980025.0,0.0,10019.0,100380361.0,0.0
2004.0,0.0,81.0,45.0,6030.0,27.0,18036.0,45.0,13188.0,1884.0,0.0,3775536.0,0.0,1342680.0,50920.0,6012.0,7536.0,0.0,12024.0,428856.0,3.0,3.0,0.0,4016016.0,0.0,15401.0,237190801.0,0.0
2002.0,0.0,16.0,12.0,0.0,0.0,7680.0,20.0,3025.0,0.0,0.0,1057056.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0,0.0,4008004.0,0.0,0.0,82773604.0,0.0
2007.0,0.0,64.0,40.0,4400.0,16.0,15808.0,40.0,10026.0,1671.0,0.0,2861982.0,0.0,1086800.0,49500.0,3952.0,6684.0,0.0,11856.0,553280.0,0.0,2.0,2.0,4028049.0,0.0,16280.0,265038400.0,0.0
