overall_qual gr_liv_area,overall_qual year_built,overall_qual garage_yr_blt,overall_qual year_remod/add,overall_qual,overall_qual kitchen_qual,gr_liv_area bsmt_qual,overall_qual^2,overall_qual exter_qual,gr_liv_area exter_qual,overall_qual bsmt_qual,overall_qual garage_cars,gr_liv_area kitchen_qual,overall_qual 1st_flr_sf,overall_qual garage_area,overall_qual total_bsmt_sf,overall_qual totrms_abvgrd,overall_qual heating_qc,gr_liv_area garage_cars,kitchen_qual garage_cars,gr_liv_area heating_qc,garage_cars bsmt_qual,1st_flr_sf bsmt_qual,garage_area bsmt_qual,exter_qual garage_cars,gr_liv_area garage_area,gr_liv_area total_bsmt_sf,overall_qual full_bath,kitchen_qual bsmt_qual,total_bsmt_sf garage_cars,kitchen_qual garage_area,kitchen_qual total_bsmt_sf,total_bsmt_sf bsmt_qual,gr_liv_area garage_finish,exter_qual garage_area
5922.0,11826.0,11826.0,11826.0,6.0,18.0,2961.0,36.0,18.0,2961.0,18.0,6.0,2961.0,2898.0,1584.0,2898.0,24.0,18.0,987.0,3.0,2961.0,3.0,1449.0,792.0,3.0,260568.0,476721.0,6.0,9.0,483.0,792.0,1449.0,1449.0,987.0,792.0
8456.0,14035.0,14035.0,14035.0,7.0,28.0,4832.0,49.0,28.0,4832.0,28.0,14.0,4832.0,8456.0,4424.0,8456.0,42.0,35.0,2416.0,8.0,6040.0,8.0,4832.0,2528.0,8.0,763456.0,1459264.0,14.0,16.0,2416.0,2528.0,4832.0,4832.0,2416.0,2528.0
10080.0,9400.0,9500.0,10035.0,5.0,15.0,0.0,25.0,20.0,8064.0,0.0,10.0,6048.0,6440.0,2880.0,0.0,35.0,25.0,4032.0,6.0,10080.0,0.0,0.0,0.0,8.0,1161216.0,0.0,5.0,0.0,0.0,1728.0,0.0,0.0,2016.0,2304.0
12856.0,15992.0,16000.0,16000.0,8.0,32.0,6428.0,64.0,32.0,6428.0,32.0,16.0,6428.0,7696.0,3840.0,7680.0,56.0,40.0,3214.0,8.0,8035.0,8.0,3848.0,1920.0,8.0,771360.0,1542720.0,16.0,16.0,1920.0,1920.0,3840.0,3840.0,1607.0,1920.0
9527.0,14049.0,14049.0,14049.0,7.0,28.0,5444.0,49.0,28.0,5444.0,28.0,14.0,5444.0,9527.0,4270.0,9457.0,42.0,35.0,2722.0,8.0,6805.0,8.0,5444.0,2440.0,8.0,830210.0,1838711.0,14.0,16.0,2702.0,2440.0,5404.0,5404.0,2722.0,2440.0
7150.0,10020.0,10020.0,10025.0,5.0,20.0,7150.0,25.0,15.0,4290.0,25.0,10.0,5720.0,7150.0,3120.0,7150.0,35.0,25.0,2860.0,8.0,7150.0,10.0,7150.0,3120.0,6.0,892320.0,2044900.0,10.0,20.0,2860.0,2496.0,5720.0,7150.0,2860.0,1872.0
6720.0,9580.0,9580.0,9750.0,5.0,15.0,4032.0,25.0,15.0,4032.0,15.0,15.0,4032.0,3120.0,2565.0,3120.0,35.0,10.0,4032.0,9.0,2688.0,9.0,1872.0,1539.0,9.0,689472.0,838656.0,5.0,9.0,1872.0,1539.0,1872.0,1872.0,1344.0,1539.0
5605.0,9815.0,9815.0,9815.0,5.0,15.0,3363.0,25.0,15.0,3363.0,15.0,10.0,3363.0,5605.0,2400.0,5605.0,25.0,15.0,2242.0,6.0,3363.0,6.0,3363.0,1440.0,6.0,538080.0,1256641.0,5.0,9.0,2242.0,1440.0,3363.0,3363.0,1121.0,1440.0
7710.0,11862.0,11862.0,11862.0,6.0,18.0,3855.0,36.0,18.0,3855.0,18.0,12.0,3855.0,7710.0,3168.0,3960.0,42.0,30.0,2570.0,6.0,6425.0,6.0,3855.0,1584.0,6.0,678480.0,848100.0,6.0,9.0,1320.0,1584.0,1980.0,1980.0,2570.0,1584.0
10829.0,14063.0,14063.0,14063.0,7.0,28.0,6188.0,49.0,21.0,4641.0,28.0,14.0,6188.0,5348.0,4298.0,5292.0,49.0,35.0,3094.0,8.0,7735.0,8.0,3056.0,2456.0,6.0,949858.0,1169532.0,14.0,16.0,1512.0,2456.0,3024.0,3024.0,1547.0,1842.0
4470.0,9840.0,9840.0,9840.0,5.0,15.0,3576.0,25.0,15.0,2682.0,20.0,10.0,2682.0,4470.0,2250.0,4470.0,25.0,20.0,1788.0,6.0,3576.0,8.0,3576.0,1800.0,6.0,402300.0,799236.0,5.0,12.0,1788.0,1350.0,2682.0,3576.0,2682.0,1350.0
13272.0,16000.0,16000.0,16000.0,8.0,40.0,6636.0,64.0,32.0,6636.0,32.0,16.0,8295.0,13272.0,3992.0,12008.0,40.0,40.0,3318.0,10.0,8295.0,8.0,6636.0,1996.0,8.0,827841.0,2490159.0,16.0,20.0,3002.0,2495.0,7505.0,6004.0,4977.0,1996.0
18024.0,16040.0,16040.0,16048.0,8.0,40.0,11265.0,64.0,32.0,9012.0,40.0,16.0,11265.0,9672.0,4600.0,9672.0,64.0,40.0,4506.0,10.0,11265.0,10.0,6045.0,2875.0,8.0,1295475.0,2723877.0,16.0,25.0,2418.0,2875.0,6045.0,6045.0,6759.0,2300.0
7122.0,11952.0,11952.0,12042.0,6.0,18.0,4748.0,36.0,18.0,3561.0,24.0,12.0,3561.0,7122.0,2520.0,7008.0,36.0,30.0,2374.0,6.0,5935.0,8.0,4748.0,1680.0,6.0,498540.0,1386416.0,12.0,12.0,2336.0,1260.0,3504.0,4672.0,3561.0,1260.0
5280.0,9775.0,9775.0,9775.0,5.0,15.0,3168.0,25.0,15.0,3168.0,15.0,10.0,3168.0,5280.0,2860.0,5280.0,25.0,15.0,2112.0,6.0,3168.0,6.0,3168.0,1716.0,6.0,604032.0,1115136.0,5.0,9.0,2112.0,1716.0,3168.0,3168.0,3168.0,1716.0
8718.0,11766.0,11766.0,11766.0,6.0,18.0,4359.0,36.0,18.0,4359.0,18.0,12.0,4359.0,8718.0,3180.0,8718.0,36.0,30.0,2906.0,6.0,7265.0,6.0,4359.0,1590.0,6.0,770090.0,2111209.0,12.0,9.0,2906.0,1590.0,4359.0,4359.0,2906.0,1590.0
4470.0,9825.0,9865.0,10045.0,5.0,15.0,2682.0,25.0,15.0,2682.0,15.0,5.0,2682.0,4470.0,1680.0,4470.0,25.0,25.0,894.0,3.0,4470.0,3.0,2682.0,1008.0,3.0,300384.0,799236.0,5.0,9.0,894.0,1008.0,2682.0,2682.0,894.0,1008.0
9690.0,9685.0,9685.0,9975.0,5.0,20.0,5814.0,25.0,15.0,5814.0,15.0,5.0,7752.0,6325.0,1200.0,4710.0,35.0,25.0,1938.0,4.0,9690.0,3.0,3795.0,720.0,3.0,465120.0,1825596.0,10.0,12.0,942.0,960.0,3768.0,2826.0,1938.0,720.0
9955.0,9475.0,9475.0,10030.0,5.0,15.0,5973.0,25.0,15.0,5973.0,15.0,0.0,5973.0,5170.0,0.0,4785.0,45.0,10.0,0.0,0.0,3982.0,0.0,3102.0,0.0,0.0,0.0,1905387.0,10.0,9.0,0.0,0.0,2871.0,2871.0,0.0,0.0
4620.0,9745.0,10015.0,10030.0,5.0,15.0,2772.0,25.0,15.0,2772.0,15.0,10.0,2772.0,3360.0,2880.0,3360.0,30.0,25.0,1848.0,6.0,4620.0,6.0,2016.0,1728.0,6.0,532224.0,620928.0,5.0,9.0,1344.0,1728.0,2016.0,2016.0,924.0,1728.0
20192.0,15848.0,15848.0,15848.0,8.0,32.0,10096.0,64.0,32.0,10096.0,32.0,16.0,10096.0,20192.0,4336.0,20192.0,72.0,24.0,5048.0,8.0,7572.0,8.0,10096.0,2168.0,8.0,1368008.0,6370576.0,16.0,16.0,5048.0,2168.0,10096.0,10096.0,7572.0,2168.0
12136.0,15432.0,15448.0,15600.0,8.0,32.0,6068.0,64.0,24.0,4551.0,32.0,16.0,6068.0,6336.0,3200.0,6336.0,56.0,16.0,3034.0,8.0,3034.0,8.0,3168.0,1600.0,6.0,606800.0,1201464.0,8.0,16.0,1584.0,1600.0,3168.0,3168.0,1517.0,1200.0
11952.0,15960.0,15960.0,15968.0,8.0,40.0,5976.0,64.0,32.0,5976.0,32.0,16.0,7470.0,11952.0,3848.0,11952.0,48.0,40.0,2988.0,10.0,7470.0,8.0,5976.0,1924.0,8.0,718614.0,2232036.0,8.0,20.0,2988.0,2405.0,7470.0,5976.0,4482.0,1924.0
5688.0,11712.0,11712.0,11712.0,6.0,18.0,2844.0,36.0,18.0,2844.0,18.0,12.0,2844.0,5688.0,2460.0,5688.0,30.0,18.0,1896.0,6.0,2844.0,6.0,2844.0,1230.0,6.0,388680.0,898704.0,6.0,9.0,1896.0,1230.0,2844.0,2844.0,948.0,1230.0
13744.0,16056.0,16056.0,16064.0,8.0,32.0,8590.0,64.0,32.0,6872.0,40.0,24.0,6872.0,13744.0,6608.0,13640.0,56.0,40.0,5154.0,12.0,8590.0,15.0,8590.0,4130.0,12.0,1419068.0,2929190.0,16.0,20.0,5115.0,3304.0,6820.0,8525.0,3436.0,3304.0
6852.0,11748.0,11748.0,11748.0,6.0,18.0,4568.0,36.0,18.0,3426.0,24.0,6.0,3426.0,6852.0,2304.0,960.0,30.0,12.0,1142.0,3.0,2284.0,4.0,4568.0,1536.0,3.0,438528.0,182720.0,6.0,12.0,160.0,1152.0,480.0,640.0,2284.0,1152.0
7375.0,9885.0,9885.0,9885.0,5.0,15.0,4425.0,25.0,15.0,4425.0,15.0,5.0,4425.0,4625.0,1680.0,3785.0,30.0,25.0,1475.0,3.0,7375.0,3.0,2775.0,1008.0,3.0,495600.0,1116575.0,10.0,9.0,757.0,1008.0,2271.0,2271.0,2950.0,1008.0
11064.0,11862.0,11862.0,11862.0,6.0,18.0,7376.0,36.0,18.0,5532.0,24.0,12.0,5532.0,11064.0,3276.0,11064.0,42.0,30.0,3688.0,6.0,9220.0,8.0,7376.0,2184.0,6.0,1006824.0,3400336.0,12.0,12.0,3688.0,1638.0,5532.0,7376.0,3688.0,1638.0
8694.0,13811.0,13811.0,13811.0,7.0,21.0,3726.0,49.0,21.0,3726.0,21.0,14.0,3726.0,8694.0,3696.0,8694.0,42.0,14.0,2484.0,6.0,2484.0,6.0,3726.0,1584.0,6.0,655776.0,1542564.0,7.0,9.0,2484.0,1584.0,3726.0,3726.0,1242.0,1584.0
4950.0,9970.0,9975.0,9970.0,5.0,15.0,3960.0,25.0,15.0,2970.0,20.0,5.0,2970.0,4950.0,1920.0,4950.0,25.0,25.0,990.0,3.0,4950.0,4.0,3960.0,1536.0,3.0,380160.0,980100.0,5.0,12.0,990.0,1152.0,2970.0,3960.0,990.0,1152.0
6280.0,9825.0,9825.0,9825.0,5.0,15.0,3768.0,25.0,20.0,5024.0,15.0,5.0,3768.0,6280.0,1380.0,6280.0,30.0,20.0,1256.0,3.0,5024.0,3.0,3768.0,828.0,4.0,346656.0,1577536.0,5.0,9.0,1256.0,828.0,3768.0,3768.0,3768.0,1104.0
20760.0,20060.0,20060.0,20060.0,10.0,50.0,10380.0,100.0,50.0,10380.0,50.0,30.0,10380.0,20760.0,8500.0,20760.0,70.0,50.0,6228.0,15.0,10380.0,15.0,10380.0,4250.0,15.0,1764600.0,4309776.0,20.0,25.0,6228.0,4250.0,10380.0,10380.0,6228.0,4250.0
5550.0,9890.0,9890.0,9890.0,5.0,20.0,4440.0,25.0,15.0,3330.0,20.0,10.0,4440.0,5550.0,3010.0,5485.0,20.0,25.0,2220.0,8.0,5550.0,8.0,4440.0,2408.0,6.0,668220.0,1217670.0,5.0,16.0,2194.0,2408.0,4388.0,4388.0,3330.0,1806.0
8975.0,9770.0,9770.0,9770.0,5.0,15.0,5385.0,25.0,15.0,5385.0,15.0,5.0,5385.0,5250.0,1760.0,5250.0,35.0,25.0,1795.0,3.0,8975.0,3.0,3150.0,1056.0,3.0,631840.0,1884750.0,10.0,9.0,1050.0,1056.0,3150.0,3150.0,1795.0,1056.0
5200.0,9825.0,9825.0,9825.0,5.0,15.0,3120.0,25.0,15.0,3120.0,15.0,5.0,3120.0,5200.0,1920.0,5200.0,25.0,25.0,1040.0,3.0,5200.0,3.0,3120.0,1152.0,3.0,399360.0,1081600.0,5.0,9.0,1040.0,1152.0,3120.0,3120.0,1040.0,1152.0
14984.0,15480.0,15480.0,15600.0,8.0,24.0,5619.0,64.0,24.0,5619.0,24.0,16.0,5619.0,7864.0,6288.0,4864.0,72.0,24.0,3746.0,6.0,5619.0,6.0,2949.0,2358.0,6.0,1472178.0,1138784.0,8.0,9.0,1216.0,2358.0,1824.0,1824.0,5619.0,2358.0
8020.0,9705.0,9885.0,9800.0,5.0,15.0,4812.0,25.0,15.0,4812.0,15.0,10.0,4812.0,4920.0,3300.0,4920.0,30.0,25.0,3208.0,6.0,8020.0,6.0,2952.0,1980.0,6.0,1058640.0,1578336.0,10.0,9.0,1968.0,1980.0,2952.0,2952.0,1604.0,1980.0
10514.0,13517.0,13517.0,14000.0,7.0,21.0,6008.0,49.0,21.0,4506.0,28.0,7.0,4506.0,5957.0,1890.0,5432.0,42.0,21.0,1502.0,3.0,4506.0,4.0,3404.0,1080.0,3.0,405540.0,1165552.0,7.0,12.0,776.0,810.0,2328.0,3104.0,3004.0,810.0
5315.0,9770.0,9770.0,9770.0,5.0,15.0,3189.0,25.0,15.0,3189.0,15.0,5.0,3189.0,5315.0,1400.0,5280.0,30.0,15.0,1063.0,3.0,3189.0,3.0,3189.0,840.0,3.0,297640.0,1122528.0,5.0,9.0,1056.0,840.0,3168.0,3168.0,2126.0,840.0
11382.0,14021.0,14021.0,14028.0,7.0,28.0,6504.0,49.0,28.0,6504.0,28.0,14.0,6504.0,5348.0,3318.0,5348.0,42.0,35.0,3252.0,8.0,8130.0,8.0,3056.0,1896.0,8.0,770724.0,1242264.0,14.0,16.0,1528.0,1896.0,3056.0,3056.0,3252.0,1896.0
9144.0,12000.0,12000.0,12000.0,6.0,24.0,6096.0,36.0,24.0,6096.0,24.0,12.0,6096.0,4608.0,2640.0,4536.0,24.0,30.0,3048.0,8.0,7620.0,8.0,3072.0,1760.0,8.0,670560.0,1152144.0,12.0,16.0,1512.0,1760.0,3024.0,3024.0,1524.0,1760.0
7924.0,7712.0,7924.0,7800.0,4.0,16.0,5943.0,16.0,12.0,5943.0,12.0,8.0,7924.0,5312.0,2304.0,4488.0,28.0,12.0,3962.0,8.0,5943.0,6.0,3984.0,1728.0,6.0,1141056.0,2222682.0,8.0,12.0,2244.0,2304.0,4488.0,3366.0,1981.0,1728.0
19488.0,13846.0,13846.0,13846.0,7.0,28.0,11136.0,49.0,21.0,8352.0,28.0,14.0,11136.0,9744.0,3948.0,9744.0,84.0,21.0,5568.0,8.0,8352.0,8.0,5568.0,2256.0,6.0,1570176.0,3875328.0,21.0,16.0,2784.0,2256.0,5568.0,5568.0,5568.0,1692.0
4368.0,7880.0,7880.0,7880.0,4.0,12.0,3276.0,16.0,12.0,3276.0,12.0,0.0,3276.0,2184.0,0.0,2184.0,20.0,20.0,0.0,0.0,5460.0,0.0,1638.0,0.0,0.0,0.0,596232.0,4.0,9.0,0.0,0.0,1638.0,1638.0,0.0,0.0
9450.0,11706.0,11706.0,11706.0,6.0,24.0,4725.0,36.0,18.0,4725.0,18.0,12.0,6300.0,9450.0,2400.0,1296.0,30.0,18.0,3150.0,8.0,4725.0,6.0,4725.0,1200.0,6.0,630000.0,340200.0,6.0,12.0,432.0,1600.0,864.0,648.0,1575.0,1200.0
8112.0,11814.0,11814.0,11814.0,6.0,18.0,4056.0,36.0,18.0,4056.0,18.0,6.0,4056.0,3978.0,1794.0,3978.0,42.0,18.0,1352.0,3.0,4056.0,3.0,1989.0,897.0,3.0,404248.0,896376.0,6.0,9.0,663.0,897.0,1989.0,1989.0,4056.0,897.0
8400.0,14028.0,14028.0,14035.0,7.0,28.0,4800.0,49.0,28.0,4800.0,28.0,14.0,4800.0,4200.0,3360.0,4200.0,28.0,35.0,2400.0,8.0,6000.0,8.0,2400.0,1920.0,8.0,576000.0,720000.0,14.0,16.0,1200.0,1920.0,2400.0,2400.0,2400.0,1920.0
4680.0,9770.0,9770.0,9875.0,5.0,15.0,2808.0,25.0,15.0,2808.0,15.0,5.0,2808.0,4680.0,1200.0,4680.0,25.0,15.0,936.0,3.0,2808.0,3.0,2808.0,720.0,3.0,224640.0,876096.0,5.0,9.0,936.0,720.0,2808.0,2808.0,936.0,720.0
6240.0,11718.0,11718.0,11718.0,6.0,18.0,3120.0,36.0,18.0,3120.0,18.0,6.0,3120.0,6240.0,1758.0,6240.0,36.0,18.0,1040.0,3.0,3120.0,3.0,3120.0,879.0,3.0,304720.0,1081600.0,6.0,9.0,1040.0,879.0,3120.0,3120.0,3120.0,879.0
9816.0,11976.0,11976.0,11976.0,6.0,18.0,6544.0,36.0,18.0,4908.0,24.0,12.0,4908.0,5496.0,2316.0,5496.0,42.0,24.0,3272.0,6.0,6544.0,8.0,3664.0,1544.0,6.0,631496.0,1498576.0,12.0,12.0,1832.0,1158.0,2748.0,3664.0,4908.0,1158.0
18160.0,15992.0,15992.0,16056.0,8.0,32.0,9080.0,64.0,32.0,9080.0,32.0,24.0,9080.0,9312.0,5368.0,9216.0,72.0,40.0,6810.0,12.0,11350.0,12.0,4656.0,2684.0,12.0,1523170.0,2615040.0,16.0,16.0,3456.0,2684.0,4608.0,4608.0,6810.0,2684.0
20880.0,16056.0,16056.0,16056.0,8.0,40.0,10440.0,64.0,32.0,10440.0,32.0,16.0,13050.0,9472.0,4400.0,9472.0,88.0,40.0,5220.0,10.0,13050.0,8.0,4736.0,2200.0,8.0,1435500.0,3090240.0,16.0,20.0,2368.0,2750.0,5920.0,4736.0,7830.0,2200.0
10381.0,13839.0,13839.0,14007.0,7.0,21.0,5932.0,49.0,28.0,5932.0,28.0,14.0,4449.0,10381.0,4830.0,9940.0,28.0,28.0,2966.0,6.0,5932.0,8.0,5932.0,2760.0,8.0,1023270.0,2105860.0,7.0,12.0,2840.0,2070.0,4260.0,5680.0,2966.0,2760.0
8700.0,9600.0,9600.0,9750.0,5.0,25.0,5220.0,25.0,10.0,3480.0,15.0,5.0,8700.0,4800.0,1125.0,4680.0,30.0,20.0,1740.0,5.0,6960.0,3.0,2880.0,675.0,2.0,391500.0,1628640.0,5.0,15.0,936.0,1125.0,4680.0,2808.0,1740.0,450.0
6910.0,9775.0,9775.0,9775.0,5.0,20.0,4146.0,25.0,15.0,4146.0,15.0,5.0,5528.0,6910.0,1750.0,6910.0,30.0,20.0,1382.0,4.0,5528.0,3.0,4146.0,1050.0,3.0,483700.0,1909924.0,5.0,12.0,1382.0,1400.0,5528.0,4146.0,1382.0,1050.0
5600.0,10035.0,10035.0,10035.0,5.0,15.0,4480.0,25.0,15.0,3360.0,20.0,0.0,3360.0,5600.0,0.0,5600.0,30.0,25.0,0.0,0.0,5600.0,0.0,4480.0,0.0,0.0,0.0,1254400.0,5.0,12.0,0.0,0.0,3360.0,4480.0,0.0,0.0
7686.0,13510.0,13510.0,13965.0,7.0,21.0,4392.0,49.0,21.0,3294.0,28.0,7.0,3294.0,3969.0,1512.0,3717.0,35.0,21.0,1098.0,3.0,3294.0,4.0,2268.0,864.0,3.0,237168.0,583038.0,7.0,12.0,531.0,648.0,1593.0,2124.0,1098.0,648.0
11956.0,14028.0,14028.0,14028.0,7.0,28.0,6832.0,49.0,28.0,6832.0,28.0,14.0,6832.0,6832.0,2660.0,6832.0,49.0,35.0,3416.0,8.0,8540.0,8.0,3904.0,1520.0,8.0,649040.0,1667008.0,14.0,16.0,1952.0,1520.0,3904.0,3904.0,1708.0,1520.0
16218.0,18054.0,18054.0,18054.0,9.0,45.0,9010.0,81.0,45.0,9010.0,45.0,27.0,9010.0,16218.0,7587.0,16218.0,63.0,45.0,5406.0,15.0,9010.0,15.0,9010.0,4215.0,15.0,1519086.0,3247204.0,18.0,25.0,5406.0,4215.0,9010.0,9010.0,5406.0,4215.0
10542.0,14035.0,14035.0,14035.0,7.0,28.0,6024.0,49.0,28.0,6024.0,28.0,14.0,6024.0,10542.0,3080.0,9534.0,42.0,35.0,3012.0,8.0,7530.0,8.0,6024.0,1760.0,8.0,662640.0,2051172.0,14.0,16.0,2724.0,1760.0,5448.0,5448.0,4518.0,1760.0
10556.0,14063.0,14063.0,14070.0,7.0,28.0,6032.0,49.0,28.0,6032.0,28.0,14.0,6032.0,10556.0,4004.0,10556.0,35.0,35.0,3016.0,8.0,7540.0,8.0,6032.0,2288.0,8.0,862576.0,2274064.0,7.0,16.0,3016.0,2288.0,6032.0,6032.0,3016.0,2288.0
14224.0,13972.0,13972.0,13979.0,7.0,28.0,10160.0,49.0,28.0,8128.0,35.0,21.0,8128.0,14224.0,5502.0,12880.0,49.0,35.0,6096.0,12.0,10160.0,15.0,10160.0,3930.0,12.0,1597152.0,3738880.0,21.0,20.0,5520.0,3144.0,7360.0,9200.0,6096.0,3144.0
7164.0,11754.0,11724.0,11754.0,6.0,18.0,3582.0,36.0,18.0,3582.0,18.0,12.0,3582.0,7164.0,3234.0,3930.0,36.0,30.0,2388.0,6.0,5970.0,6.0,3582.0,1617.0,6.0,643566.0,782070.0,6.0,9.0,1310.0,1617.0,1965.0,1965.0,3582.0,1617.0
11963.0,14028.0,14028.0,14028.0,7.0,28.0,6836.0,49.0,28.0,6836.0,28.0,14.0,6836.0,6790.0,2660.0,6790.0,49.0,35.0,3418.0,8.0,8545.0,8.0,3880.0,1520.0,8.0,649420.0,1657730.0,14.0,16.0,1940.0,1520.0,3880.0,3880.0,1709.0,1520.0
11312.0,14035.0,14035.0,14035.0,7.0,28.0,6464.0,49.0,28.0,6464.0,28.0,21.0,6464.0,11312.0,5838.0,11312.0,49.0,35.0,4848.0,12.0,8080.0,12.0,6464.0,3336.0,12.0,1347744.0,2611456.0,14.0,16.0,4848.0,3336.0,6464.0,6464.0,3232.0,3336.0
4608.0,11580.0,11580.0,11700.0,6.0,18.0,2304.0,36.0,24.0,3072.0,18.0,12.0,2304.0,4608.0,2640.0,4608.0,24.0,18.0,1536.0,6.0,2304.0,6.0,2304.0,1320.0,8.0,337920.0,589824.0,6.0,9.0,1536.0,1320.0,2304.0,2304.0,768.0,1760.0
4360.0,9620.0,9620.0,9750.0,5.0,10.0,2616.0,25.0,15.0,2616.0,15.0,5.0,1744.0,4360.0,1610.0,4360.0,25.0,10.0,872.0,2.0,1744.0,3.0,2616.0,966.0,3.0,280784.0,760384.0,5.0,6.0,872.0,644.0,1744.0,2616.0,872.0,966.0
2080.0,7708.0,7680.0,7800.0,4.0,8.0,1560.0,16.0,12.0,1560.0,12.0,4.0,1040.0,2080.0,960.0,2080.0,16.0,8.0,520.0,2.0,1040.0,3.0,1560.0,720.0,3.0,124800.0,270400.0,4.0,6.0,520.0,480.0,1040.0,1560.0,520.0,720.0
11370.0,9800.0,9800.0,9800.0,5.0,15.0,6822.0,25.0,15.0,6822.0,15.0,10.0,6822.0,5525.0,2400.0,5525.0,60.0,15.0,4548.0,6.0,6822.0,6.0,3315.0,1440.0,6.0,1091520.0,2512770.0,10.0,9.0,2210.0,1440.0,3315.0,3315.0,2274.0,1440.0
8005.0,9625.0,9625.0,10015.0,5.0,15.0,4803.0,25.0,20.0,6404.0,15.0,0.0,4803.0,4680.0,0.0,4680.0,30.0,25.0,0.0,0.0,8005.0,0.0,2808.0,0.0,0.0,0.0,1498536.0,10.0,9.0,0.0,0.0,2808.0,2808.0,0.0,0.0
6160.0,9550.0,9600.0,9750.0,5.0,15.0,3696.0,25.0,15.0,3696.0,15.0,10.0,3696.0,3080.0,2400.0,3080.0,30.0,25.0,2464.0,6.0,6160.0,6.0,1848.0,1440.0,6.0,591360.0,758912.0,5.0,9.0,1232.0,1440.0,1848.0,1848.0,1232.0,1440.0
