year_remod/add,sale_type_New,overall_qual^2,overall_qual exter_qual,overall_qual garage_area,overall_qual garage_cars,overall_qual garage_yr_blt,overall_qual heating_qc,gr_liv_area totrms_abvgrd,gr_liv_area fireplaces,exter_qual garage_type_Detchd,total_bsmt_sf year_remod/add,total_bsmt_sf garage_type_Detchd,garage_area garage_yr_blt,garage_area open_porch_sf,garage_cars garage_yr_blt,1st_flr_sf fireplace_qu,1st_flr_sf garage_type_Detchd,year_built bsmtfin_type_1,year_built wood_deck_sf,garage_finish foundation_PConc,garage_finish garage_type_Attchd,garage_finish foundation_CBlock,year_remod/add^2,sale_type_New^2,garage_type_Attchd lot_area,lot_area^2,lot_area garage_type_Detchd
1991.0,0.0,36.0,24.0,2904.0,12.0,11946.0,24.0,6085.0,0.0,0.0,2423047.0,0.0,963644.0,30976.0,3982.0,0.0,0.0,11946.0,0.0,2.0,2.0,0.0,3964081.0,0.0,7175.0,51480625.0,0.0
1992.0,0.0,36.0,18.0,1920.0,12.0,11958.0,24.0,5200.0,0.0,3.0,2071680.0,1040.0,637760.0,42240.0,3986.0,0.0,1040.0,1925.0,0.0,0.0,0.0,1.0,3968064.0,0.0,0.0,51840000.0,7200.0
1954.0,0.0,36.0,18.0,2706.0,12.0,11724.0,30.0,6875.0,1375.0,0.0,2671118.0,0.0,881254.0,13530.0,3908.0,4125.0,0.0,1954.0,0.0,0.0,1.0,1.0,3818116.0,0.0,11310.0,127916100.0,0.0
2000.0,0.0,49.0,21.0,5740.0,28.0,14000.0,35.0,22296.0,5574.0,0.0,2336000.0,0.0,1640000.0,0.0,8000.0,3504.0,0.0,12000.0,624000.0,3.0,0.0,0.0,4000000.0,0.0,0.0,63616576.0,0.0
1996.0,0.0,36.0,18.0,1440.0,6.0,11658.0,18.0,16443.0,1827.0,3.0,1692608.0,848.0,466320.0,8640.0,1943.0,4068.0,1017.0,1924.0,51948.0,0.0,0.0,0.0,3984016.0,0.0,0.0,137757169.0,11737.0
2006.0,0.0,25.0,15.0,1260.0,5.0,9785.0,25.0,9380.0,1340.0,0.0,0.0,0.0,493164.0,0.0,1957.0,5360.0,0.0,0.0,227012.0,2.0,2.0,0.0,4024036.0,0.0,9060.0,82083600.0,0.0
1950.0,0.0,36.0,18.0,4968.0,12.0,11640.0,18.0,11488.0,2872.0,3.0,1723800.0,884.0,1606320.0,0.0,3880.0,3536.0,884.0,7760.0,0.0,0.0,0.0,1.0,3802500.0,0.0,0.0,116640000.0,10800.0
1956.0,0.0,25.0,15.0,1700.0,5.0,9780.0,15.0,5365.0,0.0,0.0,2098788.0,0.0,665040.0,0.0,1956.0,0.0,0.0,5868.0,0.0,0.0,1.0,1.0,3825936.0,0.0,9571.0,91604041.0,0.0
1992.0,0.0,36.0,18.0,2508.0,12.0,11766.0,18.0,10638.0,3546.0,0.0,2615496.0,0.0,819698.0,40964.0,3922.0,5319.0,0.0,5883.0,696155.0,0.0,2.0,2.0,3968064.0,0.0,10800.0,116640000.0,0.0
1986.0,0.0,64.0,32.0,3392.0,16.0,15400.0,32.0,13936.0,1742.0,0.0,1819176.0,0.0,816200.0,71656.0,3850.0,3664.0,0.0,7528.0,0.0,0.0,1.0,0.0,3944196.0,0.0,17671.0,312264241.0,0.0
2001.0,0.0,25.0,15.0,1350.0,5.0,9840.0,25.0,6360.0,1060.0,0.0,2121060.0,0.0,531360.0,24300.0,1968.0,3180.0,0.0,5904.0,799008.0,0.0,1.0,1.0,4004001.0,0.0,8246.0,67996516.0,0.0
1961.0,0.0,25.0,15.0,3660.0,10.0,9910.0,25.0,4320.0,0.0,3.0,1694304.0,864.0,1450824.0,228384.0,3964.0,0.0,864.0,11766.0,0.0,0.0,0.0,1.0,3845521.0,0.0,0.0,72233001.0,8499.0
1994.0,0.0,36.0,24.0,3198.0,12.0,11958.0,30.0,8085.0,1617.0,0.0,3198376.0,0.0,1062269.0,36777.0,3986.0,3234.0,0.0,3986.0,0.0,2.0,2.0,0.0,3976036.0,0.0,8012.0,64192144.0,0.0
1969.0,0.0,36.0,18.0,3240.0,12.0,11814.0,30.0,3952.0,1976.0,0.0,1846922.0,0.0,1063260.0,70200.0,3938.0,2964.0,0.0,9845.0,0.0,0.0,1.0,1.0,3876961.0,0.0,21453.0,460231209.0,0.0
2007.0,0.0,49.0,28.0,4032.0,14.0,14049.0,35.0,7308.0,0.0,4.0,2444526.0,1218.0,1156032.0,102528.0,4014.0,0.0,1218.0,2007.0,0.0,2.0,0.0,0.0,4028049.0,0.0,0.0,92256025.0,9605.0
1972.0,0.0,25.0,15.0,1760.0,5.0,9945.0,15.0,4320.0,0.0,3.0,1703808.0,864.0,700128.0,0.0,1989.0,0.0,864.0,9860.0,0.0,0.0,0.0,1.0,3888784.0,0.0,0.0,51552400.0,7180.0
2007.0,0.0,16.0,12.0,1472.0,4.0,7680.0,16.0,12166.0,1738.0,0.0,1435005.0,0.0,706560.0,0.0,1920.0,5124.0,0.0,1920.0,105600.0,0.0,1.0,0.0,4028049.0,0.0,12513.0,156575169.0,0.0
1991.0,0.0,25.0,15.0,1200.0,5.0,9685.0,15.0,14000.0,0.0,3.0,1266276.0,636.0,464880.0,0.0,1937.0,0.0,1089.0,1880.0,0.0,0.0,0.0,0.0,3964081.0,0.0,0.0,81000000.0,9000.0
1963.0,0.0,36.0,18.0,2880.0,12.0,11778.0,30.0,6324.0,0.0,0.0,1837368.0,0.0,942240.0,0.0,3926.0,0.0,0.0,11778.0,235560.0,2.0,2.0,0.0,3853369.0,0.0,8800.0,77440000.0,0.0
1950.0,0.0,9.0,9.0,0.0,0.0,5835.0,9.0,2680.0,0.0,0.0,721500.0,0.0,0.0,0.0,0.0,0.0,0.0,3890.0,0.0,0.0,0.0,0.0,3802500.0,0.0,0.0,12250000.0,0.0
1971.0,0.0,16.0,12.0,2736.0,4.0,7916.0,12.0,3432.0,0.0,3.0,1691118.0,858.0,1353636.0,0.0,1979.0,0.0,858.0,9855.0,0.0,0.0,0.0,1.0,3884841.0,0.0,0.0,53875600.0,7340.0
1950.0,0.0,16.0,12.0,2156.0,8.0,7848.0,12.0,6040.0,0.0,3.0,1521000.0,780.0,1057518.0,12397.0,3924.0,0.0,848.0,7700.0,0.0,0.0,0.0,1.0,3802500.0,0.0,0.0,38937600.0,6240.0
2003.0,0.0,49.0,28.0,6048.0,28.0,13650.0,21.0,21120.0,2640.0,4.0,2483720.0,1240.0,1684800.0,0.0,7800.0,5280.0,1320.0,1880.0,340280.0,0.0,0.0,0.0,4012009.0,0.0,0.0,136890000.0,11700.0
2000.0,0.0,25.0,15.0,2195.0,10.0,9865.0,20.0,5890.0,1178.0,0.0,2352000.0,0.0,866147.0,0.0,3946.0,2356.0,0.0,7892.0,441952.0,0.0,1.0,1.0,4000000.0,0.0,10000.0,100000000.0,0.0
2001.0,0.0,49.0,28.0,4256.0,14.0,14007.0,35.0,8952.0,1492.0,0.0,2985492.0,0.0,1216608.0,69312.0,4002.0,4476.0,0.0,12006.0,0.0,2.0,2.0,0.0,4004001.0,0.0,11166.0,124679556.0,0.0
2007.0,1.0,49.0,21.0,3178.0,14.0,14049.0,35.0,8748.0,0.0,0.0,1220256.0,0.0,911178.0,14982.0,4014.0,0.0,0.0,2006.0,200600.0,3.0,0.0,0.0,4028049.0,1.0,0.0,174345616.0,0.0
1980.0,0.0,16.0,12.0,648.0,4.0,7680.0,12.0,14913.0,1657.0,3.0,2271060.0,1147.0,311040.0,0.0,1920.0,3441.0,1147.0,3840.0,0.0,1.0,0.0,0.0,3920400.0,0.0,0.0,30470400.0,5520.0
1950.0,0.0,16.0,8.0,1840.0,8.0,7808.0,12.0,4990.0,0.0,0.0,0.0,0.0,897920.0,0.0,3904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3802500.0,0.0,0.0,81000000.0,0.0
1996.0,0.0,25.0,20.0,2070.0,10.0,9765.0,20.0,4550.0,0.0,0.0,209580.0,0.0,808542.0,0.0,3906.0,0.0,0.0,1953.0,382788.0,0.0,1.0,0.0,3984016.0,0.0,8892.0,79067664.0,0.0
2000.0,0.0,49.0,28.0,4375.0,14.0,13993.0,35.0,6790.0,0.0,4.0,2678000.0,1339.0,1249375.0,108750.0,3998.0,0.0,1358.0,1999.0,351824.0,1.0,0.0,0.0,4000000.0,0.0,0.0,53597041.0,7321.0
2009.0,1.0,36.0,24.0,3168.0,12.0,12054.0,30.0,4896.0,0.0,4.0,1229508.0,612.0,1060752.0,123552.0,4018.0,0.0,612.0,2009.0,0.0,2.0,0.0,0.0,4036081.0,1.0,0.0,15610401.0,3951.0
1999.0,0.0,49.0,28.0,3017.0,14.0,13986.0,28.0,18860.0,1886.0,0.0,1859070.0,0.0,861138.0,0.0,3996.0,2868.0,0.0,1998.0,177822.0,3.0,3.0,0.0,3996001.0,0.0,11214.0,125753796.0,0.0
2002.0,0.0,25.0,15.0,3120.0,10.0,9870.0,20.0,9289.0,0.0,3.0,2128126.0,1063.0,1231776.0,0.0,3948.0,0.0,1327.0,5877.0,0.0,0.0,0.0,1.0,4008004.0,0.0,0.0,54582544.0,7388.0
2000.0,0.0,25.0,20.0,1440.0,5.0,9755.0,25.0,8178.0,2726.0,0.0,2016000.0,0.0,561888.0,12096.0,1951.0,4089.0,0.0,7804.0,632124.0,0.0,0.0,1.0,4000000.0,0.0,0.0,211964481.0,0.0
1987.0,0.0,49.0,28.0,3584.0,14.0,13909.0,35.0,7505.0,3002.0,0.0,2982487.0,0.0,1017344.0,0.0,3974.0,4503.0,0.0,11922.0,476880.0,0.0,3.0,0.0,3948169.0,0.0,4054.0,16434916.0,0.0
2008.0,0.0,16.0,12.0,0.0,0.0,7880.0,12.0,8064.0,1344.0,0.0,1096368.0,0.0,0.0,0.0,0.0,2394.0,0.0,1970.0,0.0,0.0,0.0,0.0,4032064.0,0.0,0.0,2350089.0,0.0
2002.0,0.0,49.0,28.0,4256.0,14.0,14007.0,35.0,10716.0,1786.0,0.0,1841840.0,0.0,1216608.0,25536.0,4002.0,2760.0,0.0,12006.0,0.0,2.0,2.0,0.0,4008004.0,0.0,11250.0,126562500.0,0.0
1965.0,0.0,25.0,15.0,1500.0,5.0,9895.0,20.0,5790.0,0.0,3.0,1627020.0,828.0,593700.0,0.0,1979.0,0.0,965.0,7860.0,827265.0,0.0,0.0,1.0,3861225.0,0.0,0.0,60840000.0,7800.0
2000.0,0.0,25.0,15.0,1540.0,5.0,9780.0,25.0,3744.0,0.0,0.0,1872000.0,0.0,602448.0,0.0,1956.0,0.0,0.0,7824.0,0.0,0.0,3.0,3.0,4000000.0,0.0,5868.0,34433424.0,0.0
1963.0,0.0,25.0,15.0,1540.0,5.0,9815.0,10.0,5200.0,0.0,0.0,2041520.0,0.0,604604.0,0.0,1963.0,0.0,0.0,9815.0,0.0,0.0,3.0,3.0,3853369.0,0.0,7500.0,56250000.0,0.0
1950.0,0.0,25.0,15.0,800.0,5.0,9785.0,20.0,7488.0,0.0,3.0,1778400.0,912.0,313120.0,0.0,1957.0,0.0,912.0,3860.0,0.0,0.0,0.0,1.0,3802500.0,0.0,0.0,89094721.0,9439.0
2002.0,0.0,64.0,32.0,4992.0,16.0,16024.0,40.0,15876.0,0.0,4.0,692692.0,346.0,1249872.0,67392.0,4006.0,0.0,1157.0,1890.0,0.0,0.0,0.0,0.0,4008004.0,0.0,0.0,81000000.0,9000.0
2007.0,0.0,64.0,32.0,6912.0,24.0,16056.0,40.0,11305.0,1615.0,0.0,3241305.0,0.0,1734048.0,25920.0,6021.0,6460.0,0.0,2007.0,337176.0,2.0,2.0,0.0,4028049.0,0.0,9345.0,87329025.0,0.0
1995.0,0.0,25.0,15.0,1485.0,5.0,9755.0,25.0,8160.0,0.0,3.0,1601985.0,803.0,579447.0,19305.0,1951.0,0.0,803.0,1938.0,0.0,0.0,0.0,1.0,3980025.0,0.0,0.0,51840000.0,7200.0
1950.0,0.0,25.0,15.0,1600.0,5.0,9620.0,20.0,6852.0,0.0,0.0,912600.0,0.0,615680.0,0.0,1924.0,0.0,0.0,5772.0,0.0,0.0,3.0,0.0,3802500.0,0.0,6000.0,36000000.0,0.0
2005.0,0.0,36.0,18.0,2640.0,12.0,11814.0,24.0,5130.0,0.0,3.0,2057130.0,1026.0,866360.0,21120.0,3938.0,0.0,1026.0,11814.0,336699.0,0.0,0.0,2.0,4020025.0,0.0,0.0,62884900.0,7930.0
1950.0,0.0,49.0,21.0,1680.0,7.0,13475.0,35.0,14560.0,0.0,3.0,2000700.0,1026.0,462000.0,24000.0,1925.0,0.0,1133.0,5775.0,0.0,1.0,0.0,0.0,3802500.0,0.0,0.0,83174400.0,9120.0
1983.0,0.0,25.0,15.0,2420.0,5.0,9850.0,15.0,8064.0,1344.0,3.0,2030592.0,1024.0,953480.0,13552.0,1970.0,4032.0,1344.0,9790.0,618728.0,0.0,0.0,1.0,3932289.0,0.0,0.0,90307009.0,9503.0
1975.0,0.0,49.0,21.0,3542.0,14.0,13825.0,14.0,5965.0,1193.0,0.0,2322600.0,0.0,999350.0,0.0,3950.0,3579.0,0.0,9875.0,79000.0,0.0,1.0,1.0,3900625.0,0.0,11050.0,122102500.0,0.0
2000.0,0.0,49.0,28.0,5873.0,21.0,14000.0,35.0,13055.0,1865.0,0.0,1984000.0,0.0,1678000.0,154376.0,6000.0,2976.0,0.0,12000.0,0.0,2.0,2.0,0.0,4000000.0,0.0,10316.0,106419856.0,0.0
1998.0,0.0,64.0,32.0,7504.0,24.0,15984.0,40.0,10030.0,2006.0,0.0,3960036.0,0.0,1874124.0,30954.0,5994.0,6018.0,0.0,11988.0,287712.0,3.0,3.0,0.0,3992004.0,0.0,11675.0,136305625.0,0.0
1950.0,0.0,25.0,15.0,2000.0,10.0,9600.0,10.0,6840.0,0.0,0.0,2535000.0,0.0,768000.0,0.0,3840.0,0.0,0.0,7680.0,0.0,1.0,0.0,0.0,3802500.0,0.0,0.0,166410000.0,0.0
1998.0,0.0,25.0,15.0,1515.0,5.0,9790.0,15.0,7056.0,2352.0,0.0,2313684.0,0.0,593274.0,0.0,1958.0,4704.0,0.0,5874.0,0.0,0.0,1.0,1.0,3992004.0,0.0,13770.0,189612900.0,0.0
1971.0,0.0,49.0,21.0,3248.0,14.0,13797.0,21.0,11690.0,0.0,0.0,1626075.0,0.0,914544.0,0.0,3942.0,0.0,0.0,9855.0,0.0,0.0,3.0,3.0,3884841.0,0.0,13355.0,178356025.0,0.0
1992.0,0.0,36.0,24.0,2904.0,12.0,11952.0,30.0,11221.0,0.0,0.0,1515912.0,0.0,964128.0,60016.0,3984.0,0.0,0.0,9960.0,0.0,2.0,2.0,0.0,3968064.0,0.0,7153.0,51165409.0,0.0
1995.0,0.0,64.0,32.0,6520.0,24.0,15952.0,40.0,14441.0,4126.0,0.0,4037880.0,0.0,1625110.0,45640.0,5982.0,8252.0,0.0,7976.0,362908.0,3.0,3.0,0.0,3980025.0,0.0,10750.0,115562500.0,0.0
1971.0,0.0,16.0,12.0,0.0,0.0,7884.0,12.0,4290.0,0.0,0.0,1691118.0,0.0,0.0,0.0,0.0,0.0,0.0,7884.0,0.0,0.0,0.0,0.0,3884841.0,0.0,0.0,66015625.0,0.0
2006.0,0.0,36.0,24.0,3786.0,12.0,12030.0,30.0,6510.0,1302.0,0.0,2611812.0,0.0,1265155.0,31550.0,4010.0,5208.0,0.0,10025.0,220550.0,2.0,2.0,0.0,4024036.0,0.0,3903.0,15233409.0,0.0
2006.0,0.0,9.0,9.0,0.0,0.0,5793.0,15.0,4644.0,0.0,0.0,1091264.0,0.0,0.0,0.0,0.0,0.0,0.0,5793.0,0.0,0.0,0.0,0.0,4024036.0,0.0,0.0,18232900.0,0.0
2004.0,0.0,36.0,24.0,2520.0,12.0,12024.0,30.0,2544.0,848.0,0.0,1699392.0,0.0,841680.0,0.0,4008.0,2544.0,0.0,12024.0,298596.0,2.0,2.0,0.0,4016016.0,0.0,4426.0,19589476.0,0.0
1953.0,0.0,16.0,12.0,2112.0,8.0,7812.0,16.0,3735.0,0.0,3.0,1171800.0,600.0,1031184.0,0.0,3906.0,0.0,747.0,1926.0,0.0,1.0,0.0,0.0,3814209.0,0.0,0.0,33930625.0,5825.0
2007.0,0.0,64.0,32.0,5120.0,24.0,16056.0,40.0,25200.0,2520.0,0.0,3026556.0,0.0,1284480.0,174720.0,6021.0,6032.0,0.0,12042.0,385344.0,3.0,0.0,0.0,4028049.0,0.0,0.0,543029809.0,0.0
1960.0,0.0,36.0,18.0,3480.0,12.0,11760.0,18.0,9360.0,4680.0,0.0,3057600.0,0.0,1136800.0,43500.0,3920.0,4680.0,0.0,3920.0,0.0,0.0,2.0,2.0,3841600.0,0.0,25485.0,649485225.0,0.0
1992.0,0.0,49.0,28.0,2814.0,14.0,13937.0,28.0,10304.0,1472.0,0.0,764928.0,0.0,800382.0,0.0,3982.0,2406.0,0.0,1991.0,326524.0,2.0,2.0,0.0,3968064.0,0.0,10784.0,116294656.0,0.0
1971.0,0.0,25.0,15.0,1680.0,5.0,9855.0,25.0,6300.0,0.0,0.0,2055753.0,0.0,662256.0,0.0,1971.0,0.0,0.0,9855.0,0.0,0.0,1.0,1.0,3884841.0,0.0,8510.0,72420100.0,0.0
1976.0,0.0,36.0,18.0,2880.0,12.0,11802.0,12.0,12068.0,1724.0,0.0,3319680.0,0.0,944160.0,0.0,3934.0,6896.0,0.0,9835.0,0.0,0.0,2.0,2.0,3904576.0,0.0,17871.0,319372641.0,0.0
2006.0,0.0,25.0,15.0,1680.0,10.0,9800.0,15.0,15939.0,1771.0,0.0,0.0,0.0,658560.0,0.0,3920.0,5313.0,0.0,0.0,0.0,0.0,1.0,0.0,4024036.0,0.0,21750.0,473062500.0,0.0
1985.0,0.0,36.0,18.0,1584.0,6.0,11772.0,30.0,7242.0,0.0,0.0,2252975.0,0.0,517968.0,63360.0,1962.0,0.0,0.0,9810.0,0.0,0.0,2.0,2.0,3940225.0,0.0,9510.0,90440100.0,0.0
1959.0,0.0,25.0,15.0,1470.0,5.0,9795.0,15.0,4410.0,0.0,0.0,0.0,0.0,575946.0,0.0,1959.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3837681.0,0.0,8339.0,69538921.0,0.0
2005.0,0.0,81.0,45.0,7344.0,27.0,18036.0,45.0,12460.0,1780.0,0.0,3568900.0,0.0,1635264.0,55488.0,6012.0,7120.0,0.0,12024.0,288576.0,3.0,3.0,0.0,4020025.0,0.0,14828.0,219869584.0,0.0
2002.0,0.0,49.0,28.0,3689.0,14.0,14014.0,35.0,8754.0,1459.0,0.0,2920918.0,0.0,1055054.0,20553.0,4004.0,5836.0,0.0,2002.0,384384.0,2.0,2.0,0.0,4008004.0,0.0,8749.0,76545001.0,0.0
1975.0,0.0,36.0,18.0,3750.0,6.0,11700.0,12.0,5535.0,0.0,3.0,1242275.0,629.0,1218750.0,35000.0,1950.0,0.0,727.0,7684.0,0.0,0.0,0.0,0.0,3900625.0,0.0,0.0,83539600.0,9140.0
2005.0,0.0,25.0,15.0,1680.0,5.0,10020.0,20.0,8148.0,1358.0,3.0,1377435.0,687.0,673344.0,10752.0,2004.0,2748.0,687.0,5790.0,0.0,0.0,0.0,0.0,4020025.0,0.0,0.0,12960000.0,3600.0
2000.0,0.0,16.0,12.0,2112.0,8.0,7800.0,16.0,8616.0,0.0,0.0,1352000.0,0.0,1029600.0,0.0,3900.0,0.0,0.0,5730.0,280770.0,0.0,1.0,1.0,4000000.0,0.0,8777.0,77035729.0,0.0
1997.0,0.0,36.0,18.0,3618.0,12.0,11982.0,24.0,13504.0,0.0,0.0,1230152.0,0.0,1204191.0,68742.0,3994.0,0.0,0.0,11982.0,804791.0,2.0,2.0,0.0,3988009.0,0.0,12798.0,163788804.0,0.0
2009.0,1.0,64.0,40.0,11120.0,24.0,16072.0,40.0,16336.0,2042.0,0.0,4102378.0,0.0,2792510.0,125100.0,6027.0,8168.0,0.0,2008.0,0.0,2.0,2.0,0.0,4036081.0,1.0,12704.0,161391616.0,0.0
1972.0,0.0,25.0,15.0,2420.0,10.0,9885.0,15.0,4380.0,0.0,3.0,1727472.0,876.0,956868.0,0.0,3954.0,0.0,876.0,9860.0,0.0,0.0,0.0,1.0,3888784.0,0.0,0.0,55950400.0,7480.0
1971.0,0.0,36.0,18.0,2970.0,12.0,11826.0,12.0,6600.0,1320.0,0.0,2428272.0,0.0,975645.0,9900.0,3942.0,5280.0,0.0,11826.0,0.0,0.0,2.0,2.0,3884841.0,0.0,16500.0,272250000.0,0.0
1981.0,0.0,64.0,32.0,4088.0,16.0,15848.0,24.0,10242.0,1707.0,0.0,3339966.0,0.0,1012291.0,32704.0,3962.0,5121.0,0.0,1981.0,1137094.0,0.0,2.0,2.0,3924361.0,0.0,16669.0,277855561.0,0.0
1994.0,0.0,36.0,18.0,3456.0,12.0,11964.0,18.0,8970.0,0.0,3.0,1722816.0,864.0,1148544.0,20736.0,3988.0,0.0,1064.0,3896.0,350640.0,0.0,0.0,1.0,3976036.0,0.0,0.0,65028096.0,8064.0
2001.0,0.0,25.0,15.0,1320.0,5.0,9815.0,20.0,5994.0,0.0,3.0,1998999.0,999.0,518232.0,34848.0,1963.0,0.0,999.0,9810.0,0.0,0.0,0.0,1.0,4004001.0,0.0,0.0,60186564.0,7758.0
2000.0,0.0,16.0,12.0,1536.0,4.0,7800.0,16.0,8076.0,0.0,3.0,1120000.0,560.0,748800.0,9216.0,1950.0,0.0,796.0,1910.0,320880.0,0.0,0.0,1.0,4000000.0,0.0,0.0,138462289.0,11767.0
2000.0,0.0,36.0,18.0,1440.0,6.0,11628.0,24.0,7506.0,0.0,3.0,1654000.0,827.0,465120.0,0.0,1938.0,0.0,827.0,1938.0,0.0,1.0,0.0,0.0,4000000.0,0.0,0.0,47610000.0,6900.0
1989.0,0.0,64.0,32.0,3776.0,16.0,15904.0,32.0,6140.0,1228.0,0.0,2442492.0,0.0,938336.0,56640.0,3976.0,4912.0,0.0,11928.0,333984.0,3.0,3.0,0.0,3956121.0,0.0,4671.0,21818241.0,0.0
1998.0,0.0,25.0,15.0,1120.0,5.0,9695.0,25.0,7644.0,0.0,3.0,1454544.0,728.0,434336.0,0.0,1939.0,0.0,728.0,5817.0,0.0,0.0,0.0,1.0,3992004.0,0.0,0.0,37515625.0,6125.0
1950.0,0.0,36.0,18.0,2244.0,6.0,11562.0,18.0,14778.0,1642.0,3.0,1419600.0,728.0,720698.0,0.0,1927.0,3656.0,914.0,3854.0,0.0,0.0,0.0,0.0,3802500.0,0.0,0.0,97278769.0,9863.0
1956.0,0.0,25.0,15.0,1610.0,5.0,9780.0,15.0,9054.0,1509.0,0.0,2951604.0,0.0,629832.0,0.0,1956.0,4527.0,0.0,5868.0,309048.0,0.0,1.0,1.0,3825936.0,0.0,9571.0,91604041.0,0.0
2006.0,0.0,64.0,32.0,5016.0,16.0,16048.0,40.0,9324.0,1554.0,0.0,3117324.0,0.0,1257762.0,45771.0,4012.0,6216.0,0.0,12036.0,312936.0,2.0,2.0,0.0,4024036.0,0.0,4590.0,21068100.0,0.0
2001.0,0.0,36.0,24.0,3762.0,12.0,12006.0,30.0,11739.0,0.0,0.0,1654827.0,0.0,1254627.0,42636.0,4002.0,0.0,0.0,12006.0,0.0,2.0,2.0,0.0,4004001.0,0.0,8450.0,71402500.0,0.0
2001.0,0.0,64.0,32.0,4224.0,16.0,16008.0,40.0,9990.0,0.0,0.0,1620810.0,0.0,1056528.0,23760.0,4002.0,0.0,0.0,12006.0,0.0,3.0,3.0,0.0,4004001.0,0.0,8400.0,70560000.0,0.0
2008.0,0.0,64.0,40.0,5136.0,16.0,15816.0,40.0,8470.0,1694.0,0.0,3401552.0,0.0,1269234.0,77040.0,3954.0,6776.0,0.0,11862.0,990477.0,0.0,3.0,3.0,4032064.0,0.0,14694.0,215913636.0,0.0
1957.0,0.0,36.0,18.0,3240.0,12.0,11742.0,18.0,10740.0,3580.0,0.0,1953086.0,0.0,1056780.0,21600.0,3914.0,7160.0,0.0,1957.0,0.0,0.0,3.0,3.0,3829849.0,0.0,14250.0,203062500.0,0.0
1985.0,0.0,25.0,15.0,1320.0,5.0,9920.0,15.0,4615.0,0.0,0.0,1738860.0,0.0,523776.0,0.0,1984.0,0.0,0.0,9920.0,718208.0,0.0,1.0,1.0,3940225.0,0.0,6951.0,48316401.0,0.0
